refDes,week,delivered_bytes,delivered_human
RS03ASHS-MJ03B-10-CTDPFB304,2026-06-08,23488101,22.4 MiB
RS03ASHS-MJ03B-10-CTDPFB304,2026-06-15,23488101,22.4 MiB
RS03ASHS-MJ03B-10-CTDPFB304,2026-06-22,23488101,22.4 MiB
RS03ASHS-MJ03B-10-CTDPFB304,2026-06-29,23488101,22.4 MiB
RS03ASHS-MJ03B-10-CTDPFB304,2026-07-06,23488101,22.4 MiB
RS03ASHS-MJ03B-10-CTDPFB304,2026-07-13,23488101,22.4 MiB
RS03ASHS-MJ03B-10-CTDPFB304,2026-07-20,23488101,22.4 MiB
RS03ASHS-MJ03B-10-CTDPFB304,2026-07-27,23488101,22.4 MiB
RS03ASHS-MJ03B-10-CTDPFB304,2026-08-03,23488101,22.4 MiB
RS03ASHS-MJ03B-10-CTDPFB304,2026-08-10,23488101,22.4 MiB
RS03ASHS-MJ03B-10-CTDPFB304,2026-08-17,22858953,21.8 MiB
RS03ASHS-MJ03B-10-CTDPFB304,2026-08-24,24222100,23.1 MiB
RS03ASHS-MJ03B-10-CTDPFB304,2026-08-31,24222100,23.1 MiB
RS03ASHS-PN03B-06-CAMHDA301,2026-06-08,900355591792,838.52 GiB
RS03ASHS-PN03B-06-CAMHDA301,2026-06-15,901423042160,839.52 GiB
RS03ASHS-PN03B-06-CAMHDA301,2026-06-22,896067964528,834.53 GiB
RS03ASHS-PN03B-06-CAMHDA301,2026-06-29,908948672112,846.52 GiB
RS03ASHS-PN03B-06-CAMHDA301,2026-07-06,929357106800,865.53 GiB
RS03ASHS-PN03B-06-CAMHDA301,2026-07-13,930421411440,866.52 GiB
RS03ASHS-PN03B-06-CAMHDA301,2026-07-20,931502493296,867.53 GiB
RS03ASHS-PN03B-06-CAMHDA301,2026-07-27,926126444144,862.52 GiB
RS03ASHS-PN03B-06-CAMHDA301,2026-08-03,926127492720,862.52 GiB
RS03ASHS-PN03B-06-CAMHDA301,2026-08-10,915395317360,852.53 GiB
RS03ASHS-PN03B-06-CAMHDA301,2026-08-17,819123457648,762.87 GiB
RS03ASHS-PN03B-06-CAMHDA301,2026-08-24,2400885679392,2.18 TiB
RS03ASHS-PN03B-06-CAMHDA301,2026-08-31,955165707888,889.57 GiB
RS03AXBS-LJ03A-05-HPIESA301,2026-06-08,0,0 bytes
RS03AXBS-LJ03A-05-HPIESA301,2026-06-15,0,0 bytes
RS03AXBS-LJ03A-05-HPIESA301,2026-06-22,0,0 bytes
RS03AXBS-LJ03A-05-HPIESA301,2026-06-29,0,0 bytes
RS03AXBS-LJ03A-05-HPIESA301,2026-07-06,0,0 bytes
RS03AXBS-LJ03A-05-HPIESA301,2026-07-13,0,0 bytes
RS03AXBS-LJ03A-05-HPIESA301,2026-07-20,0,0 bytes
RS03AXBS-LJ03A-05-HPIESA301,2026-07-27,0,0 bytes
RS03AXBS-LJ03A-05-HPIESA301,2026-08-03,0,0 bytes
RS03AXBS-LJ03A-05-HPIESA301,2026-08-10,0,0 bytes
RS03AXBS-LJ03A-05-HPIESA301,2026-08-17,0,0 bytes
RS03AXBS-LJ03A-05-HPIESA301,2026-08-24,0,0 bytes
RS03AXBS-LJ03A-05-HPIESA301,2026-08-31,0,0 bytes
RS03AXBS-LJ03A-09-HYDBBA302,2026-06-08,70880486875,66.01 GiB
RS03AXBS-LJ03A-09-HYDBBA302,2026-06-15,50720459851,47.24 GiB
RS03AXBS-LJ03A-09-HYDBBA302,2026-06-22,37380265957,34.81 GiB
RS03AXBS-LJ03A-09-HYDBBA302,2026-06-29,54993991079,51.22 GiB
RS03AXBS-LJ03A-09-HYDBBA302,2026-07-06,61773221721,57.53 GiB
RS03AXBS-LJ03A-09-HYDBBA302,2026-07-13,58814208222,54.77 GiB
RS03AXBS-LJ03A-09-HYDBBA302,2026-07-20,67194951966,62.58 GiB
RS03AXBS-LJ03A-09-HYDBBA302,2026-07-27,61893246915,57.64 GiB
RS03AXBS-LJ03A-09-HYDBBA302,2026-08-03,56355297498,52.48 GiB
RS03AXBS-LJ03A-09-HYDBBA302,2026-08-10,70316772505,65.49 GiB
RS03AXBS-LJ03A-09-HYDBBA302,2026-08-17,66510589068,61.94 GiB
RS03AXBS-LJ03A-09-HYDBBA302,2026-08-24,72808427440,67.81 GiB
RS03AXBS-LJ03A-09-HYDBBA302,2026-08-31,71650770863,66.73 GiB
RS03AXBS-LJ03A-10-ADCPTE303,2026-06-08,660602880,630 MiB
RS03AXBS-LJ03A-10-ADCPTE303,2026-06-15,660602880,630 MiB
RS03AXBS-LJ03A-10-ADCPTE303,2026-06-22,660602880,630 MiB
RS03AXBS-LJ03A-10-ADCPTE303,2026-06-29,660602880,630 MiB
RS03AXBS-LJ03A-10-ADCPTE303,2026-07-06,660602880,630 MiB
RS03AXBS-LJ03A-10-ADCPTE303,2026-07-13,660602880,630 MiB
RS03AXBS-LJ03A-10-ADCPTE303,2026-07-20,660602880,630 MiB
RS03AXBS-LJ03A-10-ADCPTE303,2026-07-27,660602880,630 MiB
RS03AXBS-LJ03A-10-ADCPTE303,2026-08-03,660602880,630 MiB
RS03AXBS-LJ03A-10-ADCPTE303,2026-08-10,660602880,630 MiB
RS03AXBS-LJ03A-10-ADCPTE303,2026-08-17,660602880,630 MiB
RS03AXBS-LJ03A-10-ADCPTE303,2026-08-24,660602880,630 MiB
RS03AXBS-LJ03A-10-ADCPTE303,2026-08-31,660602880,630 MiB
RS03AXBS-LJ03A-11-OPTAAC303,2026-06-08,88080384,84 MiB
RS03AXBS-LJ03A-11-OPTAAC303,2026-06-15,88080384,84 MiB
RS03AXBS-LJ03A-11-OPTAAC303,2026-06-22,88080384,84 MiB
RS03AXBS-LJ03A-11-OPTAAC303,2026-06-29,88080384,84 MiB
RS03AXBS-LJ03A-11-OPTAAC303,2026-07-06,88080384,84 MiB
RS03AXBS-LJ03A-11-OPTAAC303,2026-07-13,88080384,84 MiB
RS03AXBS-LJ03A-11-OPTAAC303,2026-07-20,88080384,84 MiB
RS03AXBS-LJ03A-11-OPTAAC303,2026-07-27,88080384,84 MiB
RS03AXBS-LJ03A-11-OPTAAC303,2026-08-03,88080384,84 MiB
RS03AXBS-LJ03A-11-OPTAAC303,2026-08-10,88080384,84 MiB
RS03AXBS-LJ03A-11-OPTAAC303,2026-08-17,88080384,84 MiB
RS03AXBS-LJ03A-11-OPTAAC303,2026-08-24,88080384,84 MiB
RS03AXBS-LJ03A-11-OPTAAC303,2026-08-31,88080384,84 MiB
RS03AXBS-LJ03A-12-CTDPFB301,2026-06-08,32296138,30.8 MiB
RS03AXBS-LJ03A-12-CTDPFB301,2026-06-15,32296138,30.8 MiB
RS03AXBS-LJ03A-12-CTDPFB301,2026-06-22,32296138,30.8 MiB
RS03AXBS-LJ03A-12-CTDPFB301,2026-06-29,32296138,30.8 MiB
RS03AXBS-LJ03A-12-CTDPFB301,2026-07-06,32296138,30.8 MiB
RS03AXBS-LJ03A-12-CTDPFB301,2026-07-13,32296138,30.8 MiB
RS03AXBS-LJ03A-12-CTDPFB301,2026-07-20,32296138,30.8 MiB
RS03AXBS-LJ03A-12-CTDPFB301,2026-07-27,32296138,30.8 MiB
RS03AXBS-LJ03A-12-CTDPFB301,2026-08-03,32296138,30.8 MiB
RS03AXBS-LJ03A-12-CTDPFB301,2026-08-10,32296138,30.8 MiB
RS03AXBS-LJ03A-12-CTDPFB301,2026-08-17,32296138,30.8 MiB
RS03AXBS-LJ03A-12-CTDPFB301,2026-08-24,32296138,30.8 MiB
RS03AXBS-LJ03A-12-CTDPFB301,2026-08-31,32296138,30.8 MiB
RS03AXBS-MJ03A-05-HYDLFA301,2026-06-08,0,0 bytes
RS03AXBS-MJ03A-05-HYDLFA301,2026-06-15,0,0 bytes
RS03AXBS-MJ03A-05-HYDLFA301,2026-06-22,0,0 bytes
RS03AXBS-MJ03A-05-HYDLFA301,2026-06-29,0,0 bytes
RS03AXBS-MJ03A-05-HYDLFA301,2026-07-06,0,0 bytes
RS03AXBS-MJ03A-05-HYDLFA301,2026-07-13,0,0 bytes
RS03AXBS-MJ03A-05-HYDLFA301,2026-07-20,0,0 bytes
RS03AXBS-MJ03A-05-HYDLFA301,2026-07-27,0,0 bytes
RS03AXBS-MJ03A-05-HYDLFA301,2026-08-03,0,0 bytes
RS03AXBS-MJ03A-05-HYDLFA301,2026-08-10,0,0 bytes
RS03AXBS-MJ03A-05-HYDLFA301,2026-08-17,0,0 bytes
RS03AXBS-MJ03A-05-HYDLFA301,2026-08-24,0,0 bytes
RS03AXBS-MJ03A-05-HYDLFA301,2026-08-31,0,0 bytes
RS03AXBS-MJ03A-05-OBSBBA303,2026-06-08,0,0 bytes
RS03AXBS-MJ03A-05-OBSBBA303,2026-06-15,0,0 bytes
RS03AXBS-MJ03A-05-OBSBBA303,2026-06-22,0,0 bytes
RS03AXBS-MJ03A-05-OBSBBA303,2026-06-29,0,0 bytes
RS03AXBS-MJ03A-05-OBSBBA303,2026-07-06,0,0 bytes
RS03AXBS-MJ03A-05-OBSBBA303,2026-07-13,0,0 bytes
RS03AXBS-MJ03A-05-OBSBBA303,2026-07-20,0,0 bytes
RS03AXBS-MJ03A-05-OBSBBA303,2026-07-27,0,0 bytes
RS03AXBS-MJ03A-05-OBSBBA303,2026-08-03,0,0 bytes
RS03AXBS-MJ03A-05-OBSBBA303,2026-08-10,0,0 bytes
RS03AXBS-MJ03A-05-OBSBBA303,2026-08-17,0,0 bytes
RS03AXBS-MJ03A-05-OBSBBA303,2026-08-24,0,0 bytes
RS03AXBS-MJ03A-05-OBSBBA303,2026-08-31,0,0 bytes
RS03AXBS-MJ03A-06-PRESTA301,2026-06-08,7340032,7 MiB
RS03AXBS-MJ03A-06-PRESTA301,2026-06-15,7340032,7 MiB
RS03AXBS-MJ03A-06-PRESTA301,2026-06-22,7340032,7 MiB
RS03AXBS-MJ03A-06-PRESTA301,2026-06-29,7340032,7 MiB
RS03AXBS-MJ03A-06-PRESTA301,2026-07-06,7340032,7 MiB
RS03AXBS-MJ03A-06-PRESTA301,2026-07-13,7340032,7 MiB
RS03AXBS-MJ03A-06-PRESTA301,2026-07-20,7340032,7 MiB
RS03AXBS-MJ03A-06-PRESTA301,2026-07-27,7340032,7 MiB
RS03AXBS-MJ03A-06-PRESTA301,2026-08-03,7340032,7 MiB
RS03AXBS-MJ03A-06-PRESTA301,2026-08-10,7340032,7 MiB
RS03AXBS-MJ03A-06-PRESTA301,2026-08-17,7340032,7 MiB
RS03AXBS-MJ03A-06-PRESTA301,2026-08-24,7340032,7 MiB
RS03AXBS-MJ03A-06-PRESTA301,2026-08-31,7340032,7 MiB
RS03AXBS-MJ03A-12-VEL3DB301,2026-06-08,67528293,64.4 MiB
RS03AXBS-MJ03A-12-VEL3DB301,2026-06-15,67528293,64.4 MiB
RS03AXBS-MJ03A-12-VEL3DB301,2026-06-22,67528293,64.4 MiB
RS03AXBS-MJ03A-12-VEL3DB301,2026-06-29,67528293,64.4 MiB
RS03AXBS-MJ03A-12-VEL3DB301,2026-07-06,67528293,64.4 MiB
RS03AXBS-MJ03A-12-VEL3DB301,2026-07-13,67528293,64.4 MiB
RS03AXBS-MJ03A-12-VEL3DB301,2026-07-20,67528293,64.4 MiB
RS03AXBS-MJ03A-12-VEL3DB301,2026-07-27,67528293,64.4 MiB
RS03AXBS-MJ03A-12-VEL3DB301,2026-08-03,67528293,64.4 MiB
RS03AXBS-MJ03A-12-VEL3DB301,2026-08-10,67528293,64.4 MiB
RS03AXBS-MJ03A-12-VEL3DB301,2026-08-17,67528293,64.4 MiB
RS03AXBS-MJ03A-12-VEL3DB301,2026-08-24,67528293,64.4 MiB
RS03AXBS-MJ03A-12-VEL3DB301,2026-08-31,67528293,64.4 MiB
RS03AXPS-PC03A-05-ADCPTD302,2026-06-08,660602880,630 MiB
RS03AXPS-PC03A-05-ADCPTD302,2026-06-15,660602880,630 MiB
RS03AXPS-PC03A-05-ADCPTD302,2026-06-22,660602880,630 MiB
RS03AXPS-PC03A-05-ADCPTD302,2026-06-29,660602880,630 MiB
RS03AXPS-PC03A-05-ADCPTD302,2026-07-06,660602880,630 MiB
RS03AXPS-PC03A-05-ADCPTD302,2026-07-13,660602880,630 MiB
RS03AXPS-PC03A-05-ADCPTD302,2026-07-20,660602880,630 MiB
RS03AXPS-PC03A-05-ADCPTD302,2026-07-27,660602880,630 MiB
RS03AXPS-PC03A-05-ADCPTD302,2026-08-03,660602880,630 MiB
RS03AXPS-PC03A-05-ADCPTD302,2026-08-10,660602880,630 MiB
RS03AXPS-PC03A-05-ADCPTD302,2026-08-17,660602880,630 MiB
RS03AXPS-PC03A-05-ADCPTD302,2026-08-24,660602880,630 MiB
RS03AXPS-PC03A-05-ADCPTD302,2026-08-31,660602880,630 MiB
RS03AXPS-PC03A-06-VADCPB301,2026-06-08,2184183808,2.03 GiB
RS03AXPS-PC03A-06-VADCPB301,2026-06-15,2177892352,2.03 GiB
RS03AXPS-PC03A-06-VADCPB301,2026-06-22,2176843776,2.03 GiB
RS03AXPS-PC03A-06-VADCPB301,2026-06-29,2173698048,2.02 GiB
RS03AXPS-PC03A-06-VADCPB301,2026-07-06,2167406592,2.02 GiB
RS03AXPS-PC03A-06-VADCPB301,2026-07-13,2165309440,2.02 GiB
RS03AXPS-PC03A-06-VADCPB301,2026-07-20,2165309440,2.02 GiB
RS03AXPS-PC03A-06-VADCPB301,2026-07-27,2165309440,2.02 GiB
RS03AXPS-PC03A-06-VADCPB301,2026-08-03,2166358016,2.02 GiB
RS03AXPS-PC03A-06-VADCPB301,2026-08-10,2166358016,2.02 GiB
RS03AXPS-PC03A-06-VADCPB301,2026-08-17,2171600896,2.02 GiB
RS03AXPS-PC03A-06-VADCPB301,2026-08-24,2168455168,2.02 GiB
RS03AXPS-PC03A-06-VADCPB301,2026-08-31,2170552320,2.02 GiB
RS03AXPS-PC03A-07-CAMDSC302,2026-06-08,23253221376,21.66 GiB
RS03AXPS-PC03A-07-CAMDSC302,2026-06-15,23253221376,21.66 GiB
RS03AXPS-PC03A-07-CAMDSC302,2026-06-22,23253221376,21.66 GiB
RS03AXPS-PC03A-07-CAMDSC302,2026-06-29,23253221376,21.66 GiB
RS03AXPS-PC03A-07-CAMDSC302,2026-07-06,23253221376,21.66 GiB
RS03AXPS-PC03A-07-CAMDSC302,2026-07-13,23253221376,21.66 GiB
RS03AXPS-PC03A-07-CAMDSC302,2026-07-20,23253221376,21.66 GiB
RS03AXPS-PC03A-07-CAMDSC302,2026-07-27,23253221376,21.66 GiB
RS03AXPS-PC03A-07-CAMDSC302,2026-08-03,23253221376,21.66 GiB
RS03AXPS-PC03A-07-CAMDSC302,2026-08-10,23253221376,21.66 GiB
RS03AXPS-PC03A-07-CAMDSC302,2026-08-17,22630367232,21.08 GiB
RS03AXPS-PC03A-07-CAMDSC302,2026-08-24,23253221376,21.66 GiB
RS03AXPS-PC03A-07-CAMDSC302,2026-08-31,23253221376,21.66 GiB
RS03AXPS-PC03A-08-HYDBBA303,2026-06-08,78922750297,73.5 GiB
RS03AXPS-PC03A-08-HYDBBA303,2026-06-15,53672725363,49.99 GiB
RS03AXPS-PC03A-08-HYDBBA303,2026-06-22,41835770281,38.96 GiB
RS03AXPS-PC03A-08-HYDBBA303,2026-06-29,60455473893,56.3 GiB
RS03AXPS-PC03A-08-HYDBBA303,2026-07-06,68824650438,64.1 GiB
RS03AXPS-PC03A-08-HYDBBA303,2026-07-13,65372841431,60.88 GiB
RS03AXPS-PC03A-08-HYDBBA303,2026-07-20,73969486935,68.89 GiB
RS03AXPS-PC03A-08-HYDBBA303,2026-07-27,66606910603,62.03 GiB
RS03AXPS-PC03A-08-HYDBBA303,2026-08-03,61442568901,57.22 GiB
RS03AXPS-PC03A-08-HYDBBA303,2026-08-10,78024644923,72.67 GiB
RS03AXPS-PC03A-08-HYDBBA303,2026-08-17,74133512099,69.04 GiB
RS03AXPS-PC03A-08-HYDBBA303,2026-08-24,80762776751,75.22 GiB
RS03AXPS-PC03A-08-HYDBBA303,2026-08-31,79662206039,74.19 GiB
RS03AXPS-PC03A-4A-CTDPFA303,2026-06-08,32296138,30.8 MiB
RS03AXPS-PC03A-4A-CTDPFA303,2026-06-15,32296138,30.8 MiB
RS03AXPS-PC03A-4A-CTDPFA303,2026-06-22,32296138,30.8 MiB
RS03AXPS-PC03A-4A-CTDPFA303,2026-06-29,32296138,30.8 MiB
RS03AXPS-PC03A-4A-CTDPFA303,2026-07-06,32296138,30.8 MiB
RS03AXPS-PC03A-4A-CTDPFA303,2026-07-13,32296138,30.8 MiB
RS03AXPS-PC03A-4A-CTDPFA303,2026-07-20,32296138,30.8 MiB
RS03AXPS-PC03A-4A-CTDPFA303,2026-07-27,32296138,30.8 MiB
RS03AXPS-PC03A-4A-CTDPFA303,2026-08-03,32296138,30.8 MiB
RS03AXPS-PC03A-4A-CTDPFA303,2026-08-10,32296138,30.8 MiB
RS03AXPS-PC03A-4A-CTDPFA303,2026-08-17,32296138,30.8 MiB
RS03AXPS-PC03A-4A-CTDPFA303,2026-08-24,32296138,30.8 MiB
RS03AXPS-PC03A-4A-CTDPFA303,2026-08-31,32296138,30.8 MiB
RS03AXPS-PC03A-4B-PHSENA302,2026-06-08,186368,182 KiB
RS03AXPS-PC03A-4B-PHSENA302,2026-06-15,186368,182 KiB
RS03AXPS-PC03A-4B-PHSENA302,2026-06-22,186368,182 KiB
RS03AXPS-PC03A-4B-PHSENA302,2026-06-29,186368,182 KiB
RS03AXPS-PC03A-4B-PHSENA302,2026-07-06,186368,182 KiB
RS03AXPS-PC03A-4B-PHSENA302,2026-07-13,186368,182 KiB
RS03AXPS-PC03A-4B-PHSENA302,2026-07-20,186368,182 KiB
RS03AXPS-PC03A-4B-PHSENA302,2026-07-27,186368,182 KiB
RS03AXPS-PC03A-4B-PHSENA302,2026-08-03,186368,182 KiB
RS03AXPS-PC03A-4B-PHSENA302,2026-08-10,186368,182 KiB
RS03AXPS-PC03A-4B-PHSENA302,2026-08-17,186368,182 KiB
RS03AXPS-PC03A-4B-PHSENA302,2026-08-24,186368,182 KiB
RS03AXPS-PC03A-4B-PHSENA302,2026-08-31,186368,182 KiB
RS03AXPS-PC03A-4C-FLORDD303,2026-06-08,38168165,36.4 MiB
RS03AXPS-PC03A-4C-FLORDD303,2026-06-15,38168165,36.4 MiB
RS03AXPS-PC03A-4C-FLORDD303,2026-06-22,38168165,36.4 MiB
RS03AXPS-PC03A-4C-FLORDD303,2026-06-29,38168165,36.4 MiB
RS03AXPS-PC03A-4C-FLORDD303,2026-07-06,37958449,36.2 MiB
RS03AXPS-PC03A-4C-FLORDD303,2026-07-13,38168165,36.4 MiB
RS03AXPS-PC03A-4C-FLORDD303,2026-07-20,38168165,36.4 MiB
RS03AXPS-PC03A-4C-FLORDD303,2026-07-27,38168165,36.4 MiB
RS03AXPS-PC03A-4C-FLORDD303,2026-08-03,37853591,36.1 MiB
RS03AXPS-PC03A-4C-FLORDD303,2026-08-10,37853591,36.1 MiB
RS03AXPS-PC03A-4C-FLORDD303,2026-08-17,38168165,36.4 MiB
RS03AXPS-PC03A-4C-FLORDD303,2026-08-24,38168165,36.4 MiB
RS03AXPS-PC03A-4C-FLORDD303,2026-08-31,38168165,36.4 MiB
RS03AXPS-SF03A-2A-CTDPFA302,2026-06-08,26424111,25.2 MiB
RS03AXPS-SF03A-2A-CTDPFA302,2026-06-15,26424111,25.2 MiB
RS03AXPS-SF03A-2A-CTDPFA302,2026-06-22,26424111,25.2 MiB
RS03AXPS-SF03A-2A-CTDPFA302,2026-06-29,26424111,25.2 MiB
RS03AXPS-SF03A-2A-CTDPFA302,2026-07-06,26424111,25.2 MiB
RS03AXPS-SF03A-2A-CTDPFA302,2026-07-13,26424111,25.2 MiB
RS03AXPS-SF03A-2A-CTDPFA302,2026-07-20,26424111,25.2 MiB
RS03AXPS-SF03A-2A-CTDPFA302,2026-07-27,26424111,25.2 MiB
RS03AXPS-SF03A-2A-CTDPFA302,2026-08-03,26424111,25.2 MiB
RS03AXPS-SF03A-2A-CTDPFA302,2026-08-10,26424111,25.2 MiB
RS03AXPS-SF03A-2A-CTDPFA302,2026-08-17,26424111,25.2 MiB
RS03AXPS-SF03A-2A-CTDPFA302,2026-08-24,26424111,25.2 MiB
RS03AXPS-SF03A-2A-CTDPFA302,2026-08-31,26424111,25.2 MiB
RS03AXPS-SF03A-2D-PHSENA301,2026-06-08,215040,210 KiB
RS03AXPS-SF03A-2D-PHSENA301,2026-06-15,215040,210 KiB
RS03AXPS-SF03A-2D-PHSENA301,2026-06-22,211968,207 KiB
RS03AXPS-SF03A-2D-PHSENA301,2026-06-29,207872,203 KiB
RS03AXPS-SF03A-2D-PHSENA301,2026-07-06,215040,210 KiB
RS03AXPS-SF03A-2D-PHSENA301,2026-07-13,207872,203 KiB
RS03AXPS-SF03A-2D-PHSENA301,2026-07-20,218112,213 KiB
RS03AXPS-SF03A-2D-PHSENA301,2026-07-27,206848,202 KiB
RS03AXPS-SF03A-2D-PHSENA301,2026-08-03,212992,208 KiB
RS03AXPS-SF03A-2D-PHSENA301,2026-08-10,206848,202 KiB
RS03AXPS-SF03A-2D-PHSENA301,2026-08-17,203776,199 KiB
RS03AXPS-SF03A-2D-PHSENA301,2026-08-24,210944,206 KiB
RS03AXPS-SF03A-2D-PHSENA301,2026-08-31,215040,210 KiB
RS03AXPS-SF03A-3A-FLORTD301,2026-06-08,38902164,37.1 MiB
RS03AXPS-SF03A-3A-FLORTD301,2026-06-15,38902164,37.1 MiB
RS03AXPS-SF03A-3A-FLORTD301,2026-06-22,39111880,37.3 MiB
RS03AXPS-SF03A-3A-FLORTD301,2026-06-29,38797307,37 MiB
RS03AXPS-SF03A-3A-FLORTD301,2026-07-06,38692450,36.9 MiB
RS03AXPS-SF03A-3A-FLORTD301,2026-07-13,38902164,37.1 MiB
RS03AXPS-SF03A-3A-FLORTD301,2026-07-20,38902164,37.1 MiB
RS03AXPS-SF03A-3A-FLORTD301,2026-07-27,38902164,37.1 MiB
RS03AXPS-SF03A-3A-FLORTD301,2026-08-03,38902164,37.1 MiB
RS03AXPS-SF03A-3A-FLORTD301,2026-08-10,38902164,37.1 MiB
RS03AXPS-SF03A-3A-FLORTD301,2026-08-17,38902164,37.1 MiB
RS03AXPS-SF03A-3A-FLORTD301,2026-08-24,38902164,37.1 MiB
RS03AXPS-SF03A-3A-FLORTD301,2026-08-31,38902164,37.1 MiB
RS03AXPS-SF03A-3B-OPTAAD301,2026-06-08,176160768,168 MiB
RS03AXPS-SF03A-3B-OPTAAD301,2026-06-15,176160768,168 MiB
RS03AXPS-SF03A-3B-OPTAAD301,2026-06-22,176160768,168 MiB
RS03AXPS-SF03A-3B-OPTAAD301,2026-06-29,176160768,168 MiB
RS03AXPS-SF03A-3B-OPTAAD301,2026-07-06,176160768,168 MiB
RS03AXPS-SF03A-3B-OPTAAD301,2026-07-13,176160768,168 MiB
RS03AXPS-SF03A-3B-OPTAAD301,2026-07-20,176160768,168 MiB
RS03AXPS-SF03A-3B-OPTAAD301,2026-07-27,176160768,168 MiB
RS03AXPS-SF03A-3B-OPTAAD301,2026-08-03,176160768,168 MiB
RS03AXPS-SF03A-3B-OPTAAD301,2026-08-10,176160768,168 MiB
RS03AXPS-SF03A-3B-OPTAAD301,2026-08-17,176160768,168 MiB
RS03AXPS-SF03A-3B-OPTAAD301,2026-08-24,176160768,168 MiB
RS03AXPS-SF03A-3B-OPTAAD301,2026-08-31,176160768,168 MiB
RS03AXPS-SF03A-3C-PARADA301,2026-06-08,73400320,70 MiB
RS03AXPS-SF03A-3C-PARADA301,2026-06-15,73400320,70 MiB
RS03AXPS-SF03A-3C-PARADA301,2026-06-22,73400320,70 MiB
RS03AXPS-SF03A-3C-PARADA301,2026-06-29,73400320,70 MiB
RS03AXPS-SF03A-3C-PARADA301,2026-07-06,73400320,70 MiB
RS03AXPS-SF03A-3C-PARADA301,2026-07-13,73400320,70 MiB
RS03AXPS-SF03A-3C-PARADA301,2026-07-20,73400320,70 MiB
RS03AXPS-SF03A-3C-PARADA301,2026-07-27,73400320,70 MiB
RS03AXPS-SF03A-3C-PARADA301,2026-08-03,73400320,70 MiB
RS03AXPS-SF03A-3C-PARADA301,2026-08-10,73400320,70 MiB
RS03AXPS-SF03A-3C-PARADA301,2026-08-17,73400320,70 MiB
RS03AXPS-SF03A-3C-PARADA301,2026-08-24,73400320,70 MiB
RS03AXPS-SF03A-3C-PARADA301,2026-08-31,73400320,70 MiB
RS03AXPS-SF03A-3D-SPKIRA301,2026-06-08,183500800,175 MiB
RS03AXPS-SF03A-3D-SPKIRA301,2026-06-15,183500800,175 MiB
RS03AXPS-SF03A-3D-SPKIRA301,2026-06-22,183500800,175 MiB
RS03AXPS-SF03A-3D-SPKIRA301,2026-06-29,183500800,175 MiB
RS03AXPS-SF03A-3D-SPKIRA301,2026-07-06,183500800,175 MiB
RS03AXPS-SF03A-3D-SPKIRA301,2026-07-13,183500800,175 MiB
RS03AXPS-SF03A-3D-SPKIRA301,2026-07-20,183500800,175 MiB
RS03AXPS-SF03A-3D-SPKIRA301,2026-07-27,183500800,175 MiB
RS03AXPS-SF03A-3D-SPKIRA301,2026-08-03,183500800,175 MiB
RS03AXPS-SF03A-3D-SPKIRA301,2026-08-10,183500800,175 MiB
RS03AXPS-SF03A-3D-SPKIRA301,2026-08-17,183500800,175 MiB
RS03AXPS-SF03A-3D-SPKIRA301,2026-08-24,183500800,175 MiB
RS03AXPS-SF03A-3D-SPKIRA301,2026-08-31,183500800,175 MiB
RS03AXPS-SF03A-4A-NUTNRA301,2026-06-08,52743369,50.3 MiB
RS03AXPS-SF03A-4A-NUTNRA301,2026-06-15,51065649,48.7 MiB
RS03AXPS-SF03A-4A-NUTNRA301,2026-06-22,49492784,47.2 MiB
RS03AXPS-SF03A-4A-NUTNRA301,2026-06-29,48653923,46.4 MiB
RS03AXPS-SF03A-4A-NUTNRA301,2026-07-06,47710207,45.5 MiB
RS03AXPS-SF03A-4A-NUTNRA301,2026-07-13,46451912,44.3 MiB
RS03AXPS-SF03A-4A-NUTNRA301,2026-07-20,45927625,43.8 MiB
RS03AXPS-SF03A-4A-NUTNRA301,2026-07-27,44249904,42.2 MiB
RS03AXPS-SF03A-4A-NUTNRA301,2026-08-03,43830476,41.8 MiB
RS03AXPS-SF03A-4A-NUTNRA301,2026-08-10,43096470,41.1 MiB
RS03AXPS-SF03A-4A-NUTNRA301,2026-08-17,31562133,30.1 MiB
RS03AXPS-SF03A-4A-NUTNRA301,2026-08-24,11848905,11.3 MiB
RS03AXPS-SF03A-4A-NUTNRA301,2026-08-31,15623781,14.9 MiB
RS03AXPS-SF03A-4B-VELPTD302,2026-06-08,35232148,33.6 MiB
RS03AXPS-SF03A-4B-VELPTD302,2026-06-15,35232148,33.6 MiB
RS03AXPS-SF03A-4B-VELPTD302,2026-06-22,35232148,33.6 MiB
RS03AXPS-SF03A-4B-VELPTD302,2026-06-29,35232148,33.6 MiB
RS03AXPS-SF03A-4B-VELPTD302,2026-07-06,35232148,33.6 MiB
RS03AXPS-SF03A-4B-VELPTD302,2026-07-13,35232148,33.6 MiB
RS03AXPS-SF03A-4B-VELPTD302,2026-07-20,35232148,33.6 MiB
RS03AXPS-SF03A-4B-VELPTD302,2026-07-27,35232148,33.6 MiB
RS03AXPS-SF03A-4B-VELPTD302,2026-08-03,35232148,33.6 MiB
RS03AXPS-SF03A-4B-VELPTD302,2026-08-10,35232148,33.6 MiB
RS03AXPS-SF03A-4B-VELPTD302,2026-08-17,35232148,33.6 MiB
RS03AXPS-SF03A-4B-VELPTD302,2026-08-24,35232148,33.6 MiB
