refDes,week,pct_science
CE04OSBP-LJ01C-10-PHSEND107,2026-05-18,93.9
CE04OSBP-LJ01C-10-PHSEND107,2026-05-25,94.6
CE04OSBP-LJ01C-10-PHSEND107,2026-06-01,88.7
CE04OSBP-LJ01C-10-PHSEND107,2026-06-08,95.8
CE04OSBP-LJ01C-10-PHSEND107,2026-06-15,92.3
CE04OSBP-LJ01C-10-PHSEND107,2026-06-22,91.7
CE04OSBP-LJ01C-10-PHSEND107,2026-06-29,92.3
CE04OSBP-LJ01C-10-PHSEND107,2026-07-06,92.9
CE04OSBP-LJ01C-10-PHSEND107,2026-07-13,91.1
CE04OSBP-LJ01C-10-PHSEND107,2026-07-20,93.5
CE04OSBP-LJ01C-10-PHSEND107,2026-07-27,79.2
CE04OSPS-PC01B-4A-CTDPFA109,2026-04-06,100.0
CE04OSPS-PC01B-4A-CTDPFA109,2026-04-13,100.0
CE04OSPS-PC01B-4A-CTDPFA109,2026-04-20,100.0
CE04OSPS-PC01B-4A-CTDPFA109,2026-04-27,100.0
CE04OSPS-PC01B-4A-CTDPFA109,2026-05-04,100.0
CE04OSPS-PC01B-4A-CTDPFA109,2026-05-11,100.0
CE04OSPS-PC01B-4A-CTDPFA109,2026-05-18,100.0
CE04OSPS-PC01B-4A-CTDPFA109,2026-05-25,100.0
CE04OSPS-PC01B-4A-CTDPFA109,2026-06-01,100.0
CE04OSPS-PC01B-4A-CTDPFA109,2026-06-08,100.0
CE04OSPS-PC01B-4A-CTDPFA109,2026-06-15,100.0
CE04OSPS-PC01B-4A-CTDPFA109,2026-06-22,100.0
CE04OSPS-PC01B-4A-CTDPFA109,2026-06-29,100.0
CE04OSPS-PC01B-4A-CTDPFA109,2026-07-06,100.0
CE04OSPS-PC01B-4A-CTDPFA109,2026-07-13,100.0
CE04OSPS-PC01B-4A-CTDPFA109,2026-07-20,100.0
CE04OSPS-PC01B-4A-CTDPFA109,2026-07-27,100.0
CE04OSPS-PC01B-4D-PCO2WA105,2026-04-06,100.0
CE04OSPS-PC01B-4D-PCO2WA105,2026-04-13,100.0
CE04OSPS-PC01B-4D-PCO2WA105,2026-04-20,100.0
CE04OSPS-PC01B-4D-PCO2WA105,2026-04-27,100.0
CE04OSPS-PC01B-4D-PCO2WA105,2026-05-04,100.0
CE04OSPS-PC01B-4D-PCO2WA105,2026-05-11,100.0
CE04OSPS-PC01B-4D-PCO2WA105,2026-05-18,100.0
CE04OSPS-PC01B-4D-PCO2WA105,2026-05-25,100.0
CE04OSPS-PC01B-4D-PCO2WA105,2026-06-01,100.0
CE04OSPS-PC01B-4D-PCO2WA105,2026-06-08,100.0
CE04OSPS-PC01B-4D-PCO2WA105,2026-06-15,100.0
CE04OSPS-PC01B-4D-PCO2WA105,2026-06-22,100.0
CE04OSPS-PC01B-4D-PCO2WA105,2026-06-29,100.0
CE04OSPS-PC01B-4D-PCO2WA105,2026-07-06,100.0
CE04OSPS-PC01B-4D-PCO2WA105,2026-07-13,100.0
CE04OSPS-PC01B-4D-PCO2WA105,2026-07-20,100.0
CE04OSPS-PC01B-4D-PCO2WA105,2026-07-27,100.0
CE04OSPS-SF01B-2A-CTDPFA107,2026-04-06,100.0
CE04OSPS-SF01B-2A-CTDPFA107,2026-04-13,100.0
CE04OSPS-SF01B-2A-CTDPFA107,2026-04-20,100.0
CE04OSPS-SF01B-2A-CTDPFA107,2026-04-27,100.0
CE04OSPS-SF01B-2A-CTDPFA107,2026-05-04,100.0
CE04OSPS-SF01B-2A-CTDPFA107,2026-05-11,100.0
CE04OSPS-SF01B-2A-CTDPFA107,2026-05-18,100.0
CE04OSPS-SF01B-2A-CTDPFA107,2026-05-25,100.0
CE04OSPS-SF01B-2A-CTDPFA107,2026-06-01,100.0
CE04OSPS-SF01B-2A-CTDPFA107,2026-06-08,100.0
CE04OSPS-SF01B-2A-CTDPFA107,2026-06-15,100.0
CE04OSPS-SF01B-2A-CTDPFA107,2026-06-22,100.0
CE04OSPS-SF01B-2A-CTDPFA107,2026-06-29,100.0
CE04OSPS-SF01B-2A-CTDPFA107,2026-07-06,100.0
CE04OSPS-SF01B-2A-CTDPFA107,2026-07-13,98.5
CE04OSPS-SF01B-2A-CTDPFA107,2026-07-20,100.0
CE04OSPS-SF01B-2A-CTDPFA107,2026-07-27,100.0
CE04OSPS-SF01B-2B-PHSENA108,2026-04-06,20.9
CE04OSPS-SF01B-2B-PHSENA108,2026-04-13,20.6
CE04OSPS-SF01B-2B-PHSENA108,2026-04-20,26.0
CE04OSPS-SF01B-2B-PHSENA108,2026-04-27,28.6
CE04OSPS-SF01B-2B-PHSENA108,2026-05-04,22.5
CE04OSPS-SF01B-2B-PHSENA108,2026-05-11,20.0
CE04OSPS-SF01B-2B-PHSENA108,2026-05-18,13.6
CE04OSPS-SF01B-2B-PHSENA108,2026-05-25,18.8
CE04OSPS-SF01B-2B-PHSENA108,2026-06-01,24.7
CE04OSPS-SF01B-2B-PHSENA108,2026-06-08,23.2
CE04OSPS-SF01B-2B-PHSENA108,2026-06-15,19.1
CE04OSPS-SF01B-2B-PHSENA108,2026-06-22,27.3
CE04OSPS-SF01B-2B-PHSENA108,2026-06-29,27.3
CE04OSPS-SF01B-2B-PHSENA108,2026-07-06,31.6
CE04OSPS-SF01B-2B-PHSENA108,2026-07-13,33.2
CE04OSPS-SF01B-2B-PHSENA108,2026-07-20,37.7
CE04OSPS-SF01B-2B-PHSENA108,2026-07-27,30.3
CE04OSPS-SF01B-3A-FLORTD104,2026-04-06,76.5
CE04OSPS-SF01B-3A-FLORTD104,2026-04-13,73.4
CE04OSPS-SF01B-3A-FLORTD104,2026-04-20,75.1
CE04OSPS-SF01B-3A-FLORTD104,2026-04-27,73.8
CE04OSPS-SF01B-3A-FLORTD104,2026-05-04,73.5
CE04OSPS-SF01B-3A-FLORTD104,2026-05-11,73.4
CE04OSPS-SF01B-3A-FLORTD104,2026-05-18,68.9
CE04OSPS-SF01B-3A-FLORTD104,2026-05-25,65.0
CE04OSPS-SF01B-3A-FLORTD104,2026-06-01,67.4
CE04OSPS-SF01B-3A-FLORTD104,2026-06-08,69.9
CE04OSPS-SF01B-3A-FLORTD104,2026-06-15,70.1
CE04OSPS-SF01B-3A-FLORTD104,2026-06-22,67.7
CE04OSPS-SF01B-3A-FLORTD104,2026-06-29,70.6
CE04OSPS-SF01B-3A-FLORTD104,2026-07-06,68.0
CE04OSPS-SF01B-3A-FLORTD104,2026-07-13,69.6
CE04OSPS-SF01B-3A-FLORTD104,2026-07-20,72.2
CE04OSPS-SF01B-3A-FLORTD104,2026-07-27,73.2
CE04OSPS-SF01B-3C-PARADA102,2026-04-06,23.6
CE04OSPS-SF01B-3C-PARADA102,2026-04-13,27.0
CE04OSPS-SF01B-3C-PARADA102,2026-04-20,28.6
CE04OSPS-SF01B-3C-PARADA102,2026-04-27,28.8
CE04OSPS-SF01B-3C-PARADA102,2026-05-04,27.0
CE04OSPS-SF01B-3C-PARADA102,2026-05-11,28.5
CE04OSPS-SF01B-3C-PARADA102,2026-05-18,31.1
CE04OSPS-SF01B-3C-PARADA102,2026-05-25,32.0
CE04OSPS-SF01B-3C-PARADA102,2026-06-01,29.0
CE04OSPS-SF01B-3C-PARADA102,2026-06-08,26.9
CE04OSPS-SF01B-3C-PARADA102,2026-06-15,28.0
CE04OSPS-SF01B-3C-PARADA102,2026-06-22,20.8
CE04OSPS-SF01B-3C-PARADA102,2026-06-29,22.5
CE04OSPS-SF01B-3C-PARADA102,2026-07-06,23.5
CE04OSPS-SF01B-3C-PARADA102,2026-07-13,20.6
CE04OSPS-SF01B-3C-PARADA102,2026-07-20,13.7
CE04OSPS-SF01B-3C-PARADA102,2026-07-27,10.2
CE04OSPS-SF01B-3D-SPKIRA102,2026-04-06,25.1
CE04OSPS-SF01B-3D-SPKIRA102,2026-04-13,26.4
CE04OSPS-SF01B-3D-SPKIRA102,2026-04-20,27.5
CE04OSPS-SF01B-3D-SPKIRA102,2026-04-27,27.1
CE04OSPS-SF01B-3D-SPKIRA102,2026-05-04,25.5
CE04OSPS-SF01B-3D-SPKIRA102,2026-05-11,27.3
CE04OSPS-SF01B-3D-SPKIRA102,2026-05-18,28.6
CE04OSPS-SF01B-3D-SPKIRA102,2026-05-25,28.9
CE04OSPS-SF01B-3D-SPKIRA102,2026-06-01,27.4
CE04OSPS-SF01B-3D-SPKIRA102,2026-06-08,25.9
CE04OSPS-SF01B-3D-SPKIRA102,2026-06-15,24.0
CE04OSPS-SF01B-3D-SPKIRA102,2026-06-22,18.0
CE04OSPS-SF01B-3D-SPKIRA102,2026-06-29,20.9
CE04OSPS-SF01B-3D-SPKIRA102,2026-07-06,19.2
CE04OSPS-SF01B-3D-SPKIRA102,2026-07-13,18.1
CE04OSPS-SF01B-3D-SPKIRA102,2026-07-20,14.4
CE04OSPS-SF01B-3D-SPKIRA102,2026-07-27,9.7
CE04OSPS-SF01B-4A-NUTNRA102,2026-04-06,100.0
CE04OSPS-SF01B-4A-NUTNRA102,2026-04-13,100.0
CE04OSPS-SF01B-4A-NUTNRA102,2026-04-20,100.0
CE04OSPS-SF01B-4A-NUTNRA102,2026-04-27,100.0
CE04OSPS-SF01B-4A-NUTNRA102,2026-05-04,100.0
CE04OSPS-SF01B-4A-NUTNRA102,2026-05-11,100.0
CE04OSPS-SF01B-4A-NUTNRA102,2026-05-18,100.0
CE04OSPS-SF01B-4A-NUTNRA102,2026-05-25,100.0
CE04OSPS-SF01B-4A-NUTNRA102,2026-06-01,100.0
CE04OSPS-SF01B-4A-NUTNRA102,2026-06-08,100.0
CE04OSPS-SF01B-4A-NUTNRA102,2026-06-15,100.0
CE04OSPS-SF01B-4A-NUTNRA102,2026-06-22,100.0
CE04OSPS-SF01B-4A-NUTNRA102,2026-06-29,100.0
CE04OSPS-SF01B-4A-NUTNRA102,2026-07-06,100.0
CE04OSPS-SF01B-4A-NUTNRA102,2026-07-13,100.0
CE04OSPS-SF01B-4A-NUTNRA102,2026-07-20,100.0
CE04OSPS-SF01B-4A-NUTNRA102,2026-07-27,100.0
CE04OSPS-SF01B-4F-PCO2WA102,2026-04-06,100.0
CE04OSPS-SF01B-4F-PCO2WA102,2026-04-13,100.0
CE04OSPS-SF01B-4F-PCO2WA102,2026-04-20,100.0
CE04OSPS-SF01B-4F-PCO2WA102,2026-04-27,100.0
CE04OSPS-SF01B-4F-PCO2WA102,2026-05-04,100.0
CE04OSPS-SF01B-4F-PCO2WA102,2026-05-11,100.0
CE04OSPS-SF01B-4F-PCO2WA102,2026-05-18,100.0
CE04OSPS-SF01B-4F-PCO2WA102,2026-05-25,87.3
CE04OSPS-SF01B-4F-PCO2WA102,2026-06-01,41.9
CE04OSPS-SF01B-4F-PCO2WA102,2026-06-08,36.6
CE04OSPS-SF01B-4F-PCO2WA102,2026-06-15,16.2
CE04OSPS-SF01B-4F-PCO2WA102,2026-06-22,81.3
CE04OSPS-SF01B-4F-PCO2WA102,2026-06-29,19.6
CE04OSPS-SF01B-4F-PCO2WA102,2026-07-06,16.6
CE04OSPS-SF01B-4F-PCO2WA102,2026-07-13,64.9
CE04OSPS-SF01B-4F-PCO2WA102,2026-07-20,19.1
CE04OSPS-SF01B-4F-PCO2WA102,2026-07-27,3.1
RS01SBPS-PC01A-05-ADCPTD102,2026-04-06,100.0
RS01SBPS-PC01A-05-ADCPTD102,2026-04-13,100.0
RS01SBPS-PC01A-05-ADCPTD102,2026-04-20,100.0
RS01SBPS-PC01A-05-ADCPTD102,2026-04-27,100.0
RS01SBPS-PC01A-05-ADCPTD102,2026-05-04,100.0
RS01SBPS-PC01A-05-ADCPTD102,2026-05-11,100.0
RS01SBPS-PC01A-05-ADCPTD102,2026-05-18,100.0
RS01SBPS-PC01A-05-ADCPTD102,2026-05-25,100.0
RS01SBPS-PC01A-05-ADCPTD102,2026-06-01,100.0
RS01SBPS-PC01A-05-ADCPTD102,2026-06-08,100.0
RS01SBPS-PC01A-05-ADCPTD102,2026-06-15,100.0
RS01SBPS-PC01A-05-ADCPTD102,2026-06-22,100.0
RS01SBPS-PC01A-05-ADCPTD102,2026-06-29,100.0
RS01SBPS-PC01A-05-ADCPTD102,2026-07-06,100.0
RS01SBPS-PC01A-05-ADCPTD102,2026-07-13,100.0
RS01SBPS-PC01A-05-ADCPTD102,2026-07-20,100.0
RS01SBPS-PC01A-05-ADCPTD102,2026-07-27,100.0
RS01SBPS-PC01A-4A-CTDPFA103,2026-04-06,100.0
RS01SBPS-PC01A-4A-CTDPFA103,2026-04-13,100.0
RS01SBPS-PC01A-4A-CTDPFA103,2026-04-20,100.0
RS01SBPS-PC01A-4A-CTDPFA103,2026-04-27,100.0
RS01SBPS-PC01A-4A-CTDPFA103,2026-05-04,100.0
RS01SBPS-PC01A-4A-CTDPFA103,2026-05-11,100.0
RS01SBPS-PC01A-4A-CTDPFA103,2026-05-18,100.0
RS01SBPS-PC01A-4A-CTDPFA103,2026-05-25,100.0
RS01SBPS-PC01A-4A-CTDPFA103,2026-06-01,100.0
RS01SBPS-PC01A-4A-CTDPFA103,2026-06-08,100.0
RS01SBPS-PC01A-4A-CTDPFA103,2026-06-15,100.0
RS01SBPS-PC01A-4A-CTDPFA103,2026-06-22,100.0
RS01SBPS-PC01A-4A-CTDPFA103,2026-06-29,100.0
RS01SBPS-PC01A-4A-CTDPFA103,2026-07-06,100.0
RS01SBPS-PC01A-4A-CTDPFA103,2026-07-13,100.0
RS01SBPS-PC01A-4A-CTDPFA103,2026-07-20,100.0
RS01SBPS-PC01A-4A-CTDPFA103,2026-07-27,100.0
RS01SBPS-PC01A-4B-PHSENA102,2026-04-06,100.0
RS01SBPS-PC01A-4B-PHSENA102,2026-04-13,98.8
RS01SBPS-PC01A-4B-PHSENA102,2026-04-20,100.0
RS01SBPS-PC01A-4B-PHSENA102,2026-04-27,100.0
RS01SBPS-PC01A-4B-PHSENA102,2026-05-04,100.0
RS01SBPS-PC01A-4B-PHSENA102,2026-05-11,100.0
RS01SBPS-PC01A-4B-PHSENA102,2026-05-18,100.0
RS01SBPS-PC01A-4B-PHSENA102,2026-05-25,100.0
RS01SBPS-PC01A-4B-PHSENA102,2026-06-01,100.0
RS01SBPS-PC01A-4B-PHSENA102,2026-06-08,100.0
RS01SBPS-PC01A-4B-PHSENA102,2026-06-15,100.0
RS01SBPS-PC01A-4B-PHSENA102,2026-06-22,100.0
RS01SBPS-PC01A-4B-PHSENA102,2026-06-29,100.0
RS01SBPS-PC01A-4B-PHSENA102,2026-07-06,100.0
RS01SBPS-PC01A-4B-PHSENA102,2026-07-13,100.0
RS01SBPS-PC01A-4B-PHSENA102,2026-07-20,100.0
RS01SBPS-PC01A-4B-PHSENA102,2026-07-27,100.0
RS01SBPS-PC01A-4C-FLORDD103,2026-04-06,100.0
RS01SBPS-PC01A-4C-FLORDD103,2026-04-13,100.0
RS01SBPS-PC01A-4C-FLORDD103,2026-04-20,99.3
RS01SBPS-PC01A-4C-FLORDD103,2026-04-27,100.0
RS01SBPS-PC01A-4C-FLORDD103,2026-05-04,99.9
RS01SBPS-PC01A-4C-FLORDD103,2026-05-11,99.7
RS01SBPS-PC01A-4C-FLORDD103,2026-05-18,99.8
RS01SBPS-PC01A-4C-FLORDD103,2026-05-25,99.6
RS01SBPS-PC01A-4C-FLORDD103,2026-06-01,99.2
RS01SBPS-PC01A-4C-FLORDD103,2026-06-08,99.8
RS01SBPS-PC01A-4C-FLORDD103,2026-06-15,97.6
RS01SBPS-PC01A-4C-FLORDD103,2026-06-22,100.0
RS01SBPS-PC01A-4C-FLORDD103,2026-06-29,100.0
RS01SBPS-PC01A-4C-FLORDD103,2026-07-06,100.0
RS01SBPS-PC01A-4C-FLORDD103,2026-07-13,100.0
RS01SBPS-PC01A-4C-FLORDD103,2026-07-20,100.0
RS01SBPS-PC01A-4C-FLORDD103,2026-07-27,100.0
RS01SBPS-SF01A-2A-CTDPFA102,2026-04-06,100.0
RS01SBPS-SF01A-2A-CTDPFA102,2026-04-13,100.0
RS01SBPS-SF01A-2A-CTDPFA102,2026-04-20,100.0
RS01SBPS-SF01A-2A-CTDPFA102,2026-04-27,100.0
RS01SBPS-SF01A-2A-CTDPFA102,2026-05-04,100.0
RS01SBPS-SF01A-2A-CTDPFA102,2026-05-11,100.0
RS01SBPS-SF01A-2A-CTDPFA102,2026-05-18,100.0
RS01SBPS-SF01A-2A-CTDPFA102,2026-05-25,100.0
RS01SBPS-SF01A-2A-CTDPFA102,2026-06-01,100.0
RS01SBPS-SF01A-2A-CTDPFA102,2026-06-08,100.0
RS01SBPS-SF01A-2A-CTDPFA102,2026-06-15,100.0
RS01SBPS-SF01A-2A-CTDPFA102,2026-06-22,100.0
RS01SBPS-SF01A-2A-CTDPFA102,2026-06-29,100.0
RS01SBPS-SF01A-2A-CTDPFA102,2026-07-06,100.0
RS01SBPS-SF01A-2A-CTDPFA102,2026-07-13,100.0
RS01SBPS-SF01A-2A-CTDPFA102,2026-07-20,100.0
RS01SBPS-SF01A-2A-CTDPFA102,2026-07-27,100.0
RS01SBPS-SF01A-2D-PHSENA101,2026-04-06,97.0
RS01SBPS-SF01A-2D-PHSENA101,2026-04-13,100.0
RS01SBPS-SF01A-2D-PHSENA101,2026-04-20,99.6
RS01SBPS-SF01A-2D-PHSENA101,2026-04-27,99.1
RS01SBPS-SF01A-2D-PHSENA101,2026-05-04,99.1
RS01SBPS-SF01A-2D-PHSENA101,2026-05-11,97.8
RS01SBPS-SF01A-2D-PHSENA101,2026-05-18,100.0
RS01SBPS-SF01A-2D-PHSENA101,2026-05-25,98.3
RS01SBPS-SF01A-2D-PHSENA101,2026-06-01,99.1
RS01SBPS-SF01A-2D-PHSENA101,2026-06-08,99.1
RS01SBPS-SF01A-2D-PHSENA101,2026-06-15,98.3
RS01SBPS-SF01A-2D-PHSENA101,2026-06-22,99.1
RS01SBPS-SF01A-2D-PHSENA101,2026-06-29,97.8
RS01SBPS-SF01A-2D-PHSENA101,2026-07-06,95.7
RS01SBPS-SF01A-2D-PHSENA101,2026-07-13,99.5
RS01SBPS-SF01A-2D-PHSENA101,2026-07-20,98.5
RS01SBPS-SF01A-3A-FLORTD101,2026-04-06,100.0
RS01SBPS-SF01A-3A-FLORTD101,2026-04-13,100.0
RS01SBPS-SF01A-3A-FLORTD101,2026-04-20,100.0
RS01SBPS-SF01A-3A-FLORTD101,2026-04-27,100.0
RS01SBPS-SF01A-3A-FLORTD101,2026-05-04,100.0
RS01SBPS-SF01A-3A-FLORTD101,2026-05-11,100.0
RS01SBPS-SF01A-3A-FLORTD101,2026-05-18,100.0
RS01SBPS-SF01A-3A-FLORTD101,2026-05-25,100.0
RS01SBPS-SF01A-3A-FLORTD101,2026-06-01,100.0
RS01SBPS-SF01A-3A-FLORTD101,2026-06-08,100.0
RS01SBPS-SF01A-3A-FLORTD101,2026-06-15,100.0
RS01SBPS-SF01A-3A-FLORTD101,2026-06-22,100.0
RS01SBPS-SF01A-3A-FLORTD101,2026-06-29,100.0
RS01SBPS-SF01A-3A-FLORTD101,2026-07-06,100.0
RS01SBPS-SF01A-3A-FLORTD101,2026-07-13,100.0
RS01SBPS-SF01A-3A-FLORTD101,2026-07-20,100.0
RS01SBPS-SF01A-3A-FLORTD101,2026-07-27,100.0
RS01SBPS-SF01A-3C-PARADA101,2026-04-06,26.0
RS01SBPS-SF01A-3C-PARADA101,2026-04-13,29.1
RS01SBPS-SF01A-3C-PARADA101,2026-04-20,36.5
RS01SBPS-SF01A-3C-PARADA101,2026-04-27,34.0
RS01SBPS-SF01A-3C-PARADA101,2026-05-04,38.7
RS01SBPS-SF01A-3C-PARADA101,2026-05-11,40.7
RS01SBPS-SF01A-3C-PARADA101,2026-05-18,43.8
RS01SBPS-SF01A-3C-PARADA101,2026-05-25,45.3
RS01SBPS-SF01A-3C-PARADA101,2026-06-01,45.3
RS01SBPS-SF01A-3C-PARADA101,2026-06-08,45.7
RS01SBPS-SF01A-3C-PARADA101,2026-06-15,51.8
RS01SBPS-SF01A-3C-PARADA101,2026-06-22,33.9
RS01SBPS-SF01A-3C-PARADA101,2026-06-29,33.3
RS01SBPS-SF01A-3C-PARADA101,2026-07-06,33.8
RS01SBPS-SF01A-3C-PARADA101,2026-07-13,28.6
